dim_browser,dim_deviceCategory,dim_date,sessions,transactions,QTY
Internet Explorer,tablet,1/25/13,217,3,0
Safari (in-app),mobile,1/25/13,180,2,1
Android Webview,tablet,1/25/13,24,5,2
Samsung Internet,tablet,1/25/13,20,0,0
Android Browser,tablet,1/25/13,11,0,0
Internet Explorer,mobile,1/25/13,10,0,0
Amazon Silk,mobile,1/25/13,8,1,0
BlackBerry,mobile,1/25/13,6,0,0
error,desktop,1/25/13,6,0,0
DDG-Android-3.0.11,desktop,1/25/13,2,0,0
Puffin,mobile,1/25/13,2,0,0
Maxthon,desktop,1/25/13,1,0,0
Mozilla,desktop,1/25/13,1,1,0
Opera Mini,mobile,1/25/13,1,0,0
Android Browser,mobile,1/25/13,0,0,0
Firefox,tablet,1/25/13,0,0,0
Safari,mobile,1/26/13,22467,840,989
Safari,desktop,1/26/13,6876,331,585
Internet Explorer,desktop,1/26/13,1704,73,161
Firefox,desktop,1/26/13,788,18,39
Android Webview,mobile,1/26/13,294,0,0
Edge,desktop,1/26/13,267,1,2
Safari (in-app),tablet,1/26/13,259,2,7
Safari (in-app),mobile,1/26/13,250,0,0
Chrome,tablet,1/26/13,178,0,0
Firefox,mobile,1/26/13,66,1,2
Amazon Silk,tablet,1/26/13,33,0,0
Android Browser,mobile,1/26/13,8,0,0
error,desktop,1/26/13,5,0,0
Opera,desktop,1/26/13,5,0,0
Iron,tablet,1/26/13,2,0,0
SeaMonkey,desktop,1/26/13,2,0,0
YaBrowser,desktop,1/26/13,2,0,0
Maxthon,desktop,1/26/13,1,0,0
Android Browser,tablet,1/26/13,0,0,0
Safari,mobile,1/27/13,14847,211,328
Safari,desktop,1/27/13,2617,98,208
Chrome,mobile,1/27/13,1483,9,7
Chrome,tablet,1/27/13,741,12,16
Internet Explorer,desktop,1/27/13,687,11,16
Safari (in-app),tablet,1/27/13,440,2,4
Edge,desktop,1/27/13,257,1,13
Android Webview,mobile,1/27/13,104,0,0
Amazon Silk,tablet,1/27/13,99,0,0
Firefox,mobile,1/27/13,25,0,0
Opera,desktop,1/27/13,25,0,0
error,desktop,1/27/13,10,0,0
Android Browser,mobile,1/27/13,8,0,0
Edge,mobile,1/27/13,7,0,0
Internet Explorer,mobile,1/27/13,5,0,0
NokiaE52-1,mobile,1/27/13,4,0,0
Opera,tablet,1/27/13,3,0,0
Firefox,tablet,1/27/13,0,0,0
SeaMonkey,desktop,1/27/13,0,0,0
Safari,mobile,1/28/13,7438,86,129
Safari,desktop,1/28/13,7226,409,885
Safari,tablet,1/28/13,3785,88,164
Chrome,desktop,1/28/13,3613,96,221
Chrome,mobile,1/28/13,2538,17,26
Safari (in-app),mobile,1/28/13,601,1,1
Android Webview,mobile,1/28/13,540,0,0
Chrome,tablet,1/28/13,284,9,8
Safari (in-app),tablet,1/28/13,169,0,6
Firefox,mobile,1/28/13,36,0,0
Opera,desktop,1/28/13,29,1,0
BlackBerry,mobile,1/28/13,13,0,0
Opera Mini,mobile,1/28/13,6,0,0
error,desktop,1/28/13,5,0,0
Edge,mobile,1/28/13,4,0,0
Internet Explorer,tablet,1/28/13,3,0,0
Android Browser,mobile,1/28/13,2,0,0
Android Webview,tablet,1/28/13,2,0,0
Internet Explorer,mobile,1/28/13,1,0,0
SeaMonkey,desktop,1/28/13,1,0,0
(not set),mobile,1/28/13,0,0,0
Opera,tablet,1/28/13,0,0,0
Safari,desktop,1/29/13,10033,478,1415
Safari (in-app),mobile,1/29/13,3653,5,5
Chrome,desktop,1/29/13,3390,71,109
Safari,mobile,1/29/13,2887,23,49
Chrome,mobile,1/29/13,1437,10,15
Internet Explorer,desktop,1/29/13,719,32,0
Safari (in-app),tablet,1/29/13,340,3,4
Chrome,tablet,1/29/13,266,6,10
Amazon Silk,tablet,1/29/13,257,2,5
Android Webview,mobile,1/29/13,125,0,0
Android Webview,tablet,1/29/13,22,0,0
Firefox,mobile,1/29/13,17,0,0
Internet Explorer,mobile,1/29/13,13,0,0
error,desktop,1/29/13,4,0,0
SeaMonkey,desktop,1/29/13,3,0,0
Iron,tablet,1/29/13,2,0,0
osee2unifiedRelease,mobile,1/29/13,2,0,0
Android Browser,mobile,1/29/13,1,0,0
Mozilla Compatible Agent,desktop,1/29/13,0,0,0
Chrome,desktop,1/30/13,12285,263,485
Firefox,desktop,1/30/13,4846,244,530
Chrome,mobile,1/30/13,2768,30,28
Safari,desktop,1/30/13,2612,130,228
Android Webview,mobile,1/30/13,681,6,3
Internet Explorer,tablet,1/30/13,267,12,15
Safari (in-app),tablet,1/30/13,182,0,0
Samsung Internet,tablet,1/30/13,31,1,1
Firefox,mobile,1/30/13,30,0,0
Android Browser,mobile,1/30/13,27,0,0
Android Webview,tablet,1/30/13,18,0,0
BlackBerry,mobile,1/30/13,15,0,0
Edge,mobile,1/30/13,5,0,0
error,desktop,1/30/13,5,0,0
Internet Explorer,mobile,1/30/13,3,0,0
SeaMonkey,desktop,1/30/13,3,0,0
DDG-Android-3.1.1,desktop,1/30/13,1,0,0
Opera,mobile,1/30/13,0,0,0
Safari,desktop,1/31/13,32913,316,651
Safari,mobile,1/31/13,13189,61,123
Safari,tablet,1/31/13,6986,119,207
Chrome,desktop,1/31/13,6768,182,359
Chrome,mobile,1/31/13,2295,21,30
Safari (in-app),mobile,1/31/13,852,2,1
Safari (in-app),tablet,1/31/13,837,12,7
Edge,desktop,1/31/13,654,10,14
Chrome,tablet,1/31/13,266,3,5
Android Webview,mobile,1/31/13,246,0,0
Amazon Silk,tablet,1/31/13,241,3,2
Android Browser,tablet,1/31/13,3,0,0
error,desktop,1/31/13,3,0,0
Internet Explorer,mobile,1/31/13,3,0,0
Opera,mobile,1/31/13,3,0,0
UC Browser,mobile,1/31/13,3,0,0
Puffin,desktop,1/31/13,2,0,0
SeaMonkey,desktop,1/31/13,2,0,0
Android Browser,mobile,1/31/13,1,0,0
Edge,mobile,1/31/13,1,0,0
osee2unifiedRelease,mobile,1/31/13,1,0,0
Edge,tablet,1/31/13,0,0,0
Firefox,tablet,1/31/13,0,0,0
Safari,mobile,2/1/13,10010,68,122
Safari,desktop,2/1/13,9871,327,599
Chrome,desktop,2/1/13,7716,215,470
Internet Explorer,desktop,2/1/13,2084,119,244
Chrome,tablet,2/1/13,484,9,18
Safari (in-app),tablet,2/1/13,209,2,0
Android Webview,tablet,2/1/13,28,0,0
Samsung Internet,tablet,2/1/13,23,0,0
Opera,desktop,2/1/13,12,1,8
Edge,mobile,2/1/13,5,0,0
Android Browser,mobile,2/1/13,4,0,0
Edge,tablet,2/1/13,3,0,0
error,desktop,2/1/13,3,0,0
SeaMonkey,desktop,2/1/13,3,0,0
Amazon Silk,desktop,2/1/13,2,0,0
BlackBerry,mobile,2/1/13,2,0,0
Opera Mini,mobile,2/1/13,1,0,0
Safari,mobile,2/2/13,8822,145,225
Firefox,desktop,2/2/13,2739,100,199
Safari,desktop,2/2/13,2157,55,160
Edge,desktop,2/2/13,1003,23,56
Internet Explorer,desktop,2/2/13,897,35,61
Chrome,mobile,2/2/13,621,0,1
Android Webview,mobile,2/2/13,540,1,3
Safari (in-app),mobile,2/2/13,269,2,1
Internet Explorer,tablet,2/2/13,168,1,0
Internet Explorer,mobile,2/2/13,104,0,1
Amazon Silk,tablet,2/2/13,51,1,4
BlackBerry,mobile,2/2/13,14,0,0
Amazon Silk,mobile,2/2/13,12,0,0
Android Webview,tablet,2/2/13,8,0,0
Edge,mobile,2/2/13,7,0,0
Firefox,mobile,2/2/13,6,1,1
Opera Mini,mobile,2/2/13,5,0,0
Opera,mobile,2/2/13,3,0,0
error,desktop,2/2/13,2,0,0
Opera,desktop,2/2/13,2,0,0
Android Browser,tablet,2/2/13,1,0,0
Edge,tablet,2/2/13,0,0,0
Safari,mobile,2/3/13,10498,200,393
Safari,tablet,2/3/13,5633,90,144
Safari,desktop,2/3/13,5470,197,345
Chrome,mobile,2/3/13,1822,18,14
Firefox,desktop,2/3/13,1183,63,94
Android Webview,mobile,2/3/13,380,0,1
Edge,desktop,2/3/13,328,6,10
Internet Explorer,tablet,2/3/13,159,7,0
Android Webview,tablet,2/3/13,21,0,0
error,desktop,2/3/13,11,0,0
BlackBerry,mobile,2/3/13,10,0,0
Maxthon,desktop,2/3/13,8,0,0
Opera,mobile,2/3/13,2,0,0
Edge,mobile,2/3/13,1,0,0
Edge,tablet,2/3/13,1,0,2
Android Webview,desktop,2/3/13,0,0,0
Edge,desktop,2/4/13,3371,72,149
Chrome,mobile,2/4/13,2887,18,33
Safari,tablet,2/4/13,2639,60,86
Safari (in-app),tablet,2/4/13,340,0,1
Android Browser,mobile,2/4/13,17,0,0
Android Webview,tablet,2/4/13,17,0,0
Opera,desktop,2/4/13,5,0,0
SeaMonkey,desktop,2/4/13,5,2,1
Internet Explorer,mobile,2/4/13,4,0,0
Amazon Silk,mobile,2/4/13,3,0,0
Firefox,tablet,2/4/13,3,0,0
error,desktop,2/4/13,2,0,0
Internet Explorer,tablet,2/4/13,1,0,0
Mozilla,desktop,2/4/13,1,0,0
Opera,mobile,2/4/13,1,0,0
Mozilla Compatible Agent,desktop,2/4/13,0,0,0
Puffin,mobile,2/4/13,0,0,0
Chrome,desktop,2/5/13,7924,265,395
Chrome,mobile,2/5/13,3333,30,29
Safari,mobile,2/5/13,3084,55,94
Internet Explorer,desktop,2/5/13,2669,64,2
Edge,desktop,2/5/13,1124,20,73
Chrome,tablet,2/5/13,871,20,32
Safari (in-app),mobile,2/5/13,372,0,0
Samsung Internet,mobile,2/5/13,177,1,3
Internet Explorer,tablet,2/5/13,91,5,0
Firefox,mobile,2/5/13,15,0,0
Android Webview,tablet,2/5/13,13,0,0
Edge,mobile,2/5/13,10,0,0
Android Browser,tablet,2/5/13,4,0,0
BlackBerry,mobile,2/5/13,3,0,0
error,desktop,2/5/13,3,0,0
X-WebBrowser,desktop,2/5/13,1,0,0
Safari,tablet,2/6/13,7097,179,364
Safari,desktop,2/6/13,3544,288,559
Firefox,desktop,2/6/13,1936,48,93
Chrome,mobile,2/6/13,1318,11,31
Internet Explorer,desktop,2/6/13,1061,31,79
Edge,desktop,2/6/13,300,5,7
Samsung Internet,mobile,2/6/13,271,3,12
Safari (in-app),mobile,2/6/13,229,0,0
Internet Explorer,tablet,2/6/13,87,9,2
Opera,desktop,2/6/13,66,0,1
Android Webview,tablet,2/6/13,51,0,0
BlackBerry,mobile,2/6/13,19,0,0
Edge,mobile,2/6/13,6,0,0
error,desktop,2/6/13,4,0,0
Android Browser,tablet,2/6/13,2,0,0
Maxthon,desktop,2/6/13,1,0,0
osee2unifiedRelease,mobile,2/6/13,1,0,0
DDG-Android-3.0.17,desktop,2/6/13,0,0,0
Edge,tablet,2/6/13,0,0,0
Mozilla Compatible Agent,desktop,2/6/13,0,0,0
Safari,desktop,2/7/13,3420,115,262
Safari (in-app),mobile,2/7/13,2532,17,46
Chrome,mobile,2/7/13,2122,3,14
Android Webview,mobile,2/7/13,1547,1,1
Safari (in-app),tablet,2/7/13,312,1,7
Opera,desktop,2/7/13,50,0,0
Android Webview,tablet,2/7/13,14,0,1
error,desktop,2/7/13,3,0,0
Firefox,tablet,2/7/13,2,0,0
UC Browser,mobile,2/7/13,2,0,0
Coc Coc,desktop,2/7/13,1,0,0
Iron,mobile,2/7/13,1,0,0
Opera,tablet,2/7/13,1,0,0
Puffin,mobile,2/7/13,1,0,0
SeaMonkey,desktop,2/7/13,1,0,0
Opera Mini,mobile,2/7/13,0,0,0
Puffin,desktop,2/7/13,0,0,0
Chrome,desktop,2/8/13,9512,357,718
Chrome,mobile,2/8/13,1726,4,7
Edge,desktop,2/8/13,1245,18,47
Internet Explorer,desktop,2/8/13,914,31,0
Safari (in-app),tablet,2/8/13,669,6,6
Safari (in-app),mobile,2/8/13,605,5,2
Android Webview,mobile,2/8/13,520,4,0
Chrome,tablet,2/8/13,194,6,6
Amazon Silk,tablet,2/8/13,144,1,3
Internet Explorer,tablet,2/8/13,90,2,0
Android Browser,mobile,2/8/13,34,2,2
Edge,mobile,2/8/13,8,0,0
BlackBerry,mobile,2/8/13,7,0,0
error,desktop,2/8/13,5,0,0
DDG-Android-3.1.1,desktop,2/8/13,4,0,0
Internet Explorer,mobile,2/8/13,4,0,0
Opera,mobile,2/8/13,1,0,0
Safari (in-app),desktop,2/8/13,0,0,0
Safari,tablet,2/9/13,14728,385,814
Safari,desktop,2/9/13,5784,343,742
Chrome,mobile,2/9/13,3118,22,42
Chrome,tablet,2/9/13,1269,73,118
Internet Explorer,desktop,2/9/13,676,19,28
Internet Explorer,tablet,2/9/13,203,13,18
Android Webview,tablet,2/9/13,76,0,0
Amazon Silk,tablet,2/9/13,69,0,1
Samsung Internet,tablet,2/9/13,53,1,0
DESKTOP,desktop,2/9/13,25,0,0
Internet Explorer,mobile,2/9/13,20,0,0
Edge,mobile,2/9/13,13,0,0
error,desktop,2/9/13,9,0,0
Opera,desktop,2/9/13,6,0,0
BlackBerry,mobile,2/9/13,2,0,0
Maxthon,desktop,2/9/13,2,0,0
YaBrowser,desktop,2/9/13,2,0,0
(not set),tablet,2/9/13,0,0,0
Opera Mini,mobile,2/9/13,0,0,0
Safari,desktop,2/10/13,12030,519,1155
Safari (in-app),mobile,2/10/13,1415,1,3
Safari (in-app),tablet,2/10/13,585,3,9
Amazon Silk,tablet,2/10/13,111,1,3
Android Webview,mobile,2/10/13,108,0,0
Android Webview,tablet,2/10/13,49,0,0
Firefox,mobile,2/10/13,47,0,0
DESKTOP,desktop,2/10/13,9,0,0
BlackBerry,mobile,2/10/13,7,0,0
(not set),mobile,2/10/13,3,0,0
Coc Coc,desktop,2/10/13,3,0,0
Mozilla,desktop,2/10/13,2,0,0
Opera Mini,mobile,2/10/13,1,0,0
Samsung Internet,desktop,2/10/13,1,0,0
SeaMonkey,desktop,2/10/13,1,0,1
Edge,tablet,2/10/13,0,0,0
error,desktop,2/10/13,0,0,0
Internet Explorer,mobile,2/10/13,0,0,0
Mozilla Compatible Agent,desktop,2/10/13,0,0,0
Puffin,desktop,2/10/13,0,0,0
YaBrowser,desktop,2/10/13,0,0,0
Chrome,mobile,2/11/13,1329,13,22
Edge,desktop,2/11/13,1069,31,80
Firefox,desktop,2/11/13,1049,64,121
Safari (in-app),tablet,2/11/13,625,2,4
Samsung Internet,mobile,2/11/13,391,0,1
Chrome,tablet,2/11/13,283,12,10
Internet Explorer,tablet,2/11/13,62,0,0
Opera,desktop,2/11/13,35,0,5
Firefox,mobile,2/11/13,7,0,0
Edge,mobile,2/11/13,3,0,0
error,desktop,2/11/13,3,0,0
(not set),mobile,2/11/13,2,0,0
Mozilla,desktop,2/11/13,2,0,0
Iron,tablet,2/11/13,1,0,0
UC Browser,mobile,2/11/13,1,0,0
Android Browser,tablet,2/11/13,0,0,0
Opera,mobile,2/11/13,0,0,0
SeaMonkey,desktop,2/11/13,0,0,0
Chrome,desktop,2/12/13,9188,444,949
Safari,mobile,2/12/13,5944,64,125
Safari,tablet,2/12/13,5697,71,136
Edge,desktop,2/12/13,1792,32,75
Chrome,mobile,2/12/13,1585,25,28
Samsung Internet,mobile,2/12/13,602,5,8
Internet Explorer,mobile,2/12/13,48,0,0
Firefox,mobile,2/12/13,47,0,0
Opera,desktop,2/12/13,39,0,3
Samsung Internet,tablet,2/12/13,31,3,6
Android Browser,tablet,2/12/13,8,0,0
Amazon Silk,mobile,2/12/13,5,0,1
error,desktop,2/12/13,4,0,0
Iron,mobile,2/12/13,2,0,0
Coc Coc,desktop,2/12/13,0,0,0
Opera,tablet,2/12/13,0,0,0
SeaMonkey,desktop,2/12/13,0,0,0
Safari,tablet,2/13/13,6161,99,254
Chrome,desktop,2/13/13,5726,476,741
Safari,mobile,2/13/13,5035,86,208
Chrome,mobile,2/13/13,2026,30,32
Edge,desktop,2/13/13,1293,25,54
Internet Explorer,desktop,2/13/13,1223,34,54
Safari (in-app),mobile,2/13/13,614,3,3
Safari (in-app),tablet,2/13/13,269,1,5
Amazon Silk,tablet,2/13/13,65,0,0
Internet Explorer,mobile,2/13/13,40,0,2
BlackBerry,mobile,2/13/13,11,0,0
Android Browser,mobile,2/13/13,6,0,0
error,desktop,2/13/13,5,0,0
Maxthon,desktop,2/13/13,3,0,0
Android Browser,tablet,2/13/13,2,0,0
UC Browser,mobile,2/13/13,2,0,0
Opera Mini,mobile,2/13/13,1,0,0
Truefitbot,desktop,2/13/13,1,0,0
Edge,tablet,2/13/13,0,0,0
Safari,mobile,2/14/13,10405,47,121
Safari,desktop,2/14/13,8124,206,393
Firefox,desktop,2/14/13,1472,75,157
Internet Explorer,desktop,2/14/13,774,22,0
Safari (in-app),mobile,2/14/13,409,1,3
Edge,desktop,2/14/13,330,8,25
Internet Explorer,tablet,2/14/13,215,12,26
Firefox,mobile,2/14/13,68,0,0
Android Browser,mobile,2/14/13,34,0,0
Samsung Internet,tablet,2/14/13,26,0,2
Edge,mobile,2/14/13,10,0,0
Opera,desktop,2/14/13,7,0,0
UC Browser,mobile,2/14/13,4,0,0
error,desktop,2/14/13,3,0,0
Internet Explorer,mobile,2/14/13,3,0,0
(not set),mobile,2/14/13,2,0,0
Android Browser,tablet,2/14/13,2,0,0
BlackBerry,mobile,2/14/13,2,0,0
SeaMonkey,desktop,2/14/13,2,0,0
Android Webview,tablet,2/14/13,1,0,0
osee2unifiedRelease,mobile,2/14/13,1,0,0
NokiaE52-1,mobile,2/14/13,0,0,0
Safari (in-app),mobile,2/15/13,4132,15,22
Safari,desktop,2/15/13,4053,136,283
Chrome,desktop,2/15/13,2969,76,155
Android Webview,mobile,2/15/13,419,2,2
Internet Explorer,tablet,2/15/13,175,9,0
Samsung Internet,mobile,2/15/13,114,3,3
Amazon Silk,tablet,2/15/13,88,0,0
Android Webview,tablet,2/15/13,65,0,0
Firefox,mobile,2/15/13,11,0,0
Mozilla,desktop,2/15/13,11,0,0
SeaMonkey,desktop,2/15/13,6,0,0
Maxthon,desktop,2/15/13,5,0,0
error,desktop,2/15/13,2,0,0
Android Browser,mobile,2/15/13,1,0,0
Android Browser,tablet,2/15/13,1,0,0
Firefox,tablet,2/15/13,1,0,0
Mozilla Compatible Agent,desktop,2/15/13,1,0,0
osee2unifiedRelease,mobile,2/15/13,1,0,0
YaBrowser,tablet,2/15/13,1,0,0
Safari,desktop,2/16/13,8052,468,786
Chrome,desktop,2/16/13,7266,164,309
Safari,mobile,2/16/13,6213,72,114
Safari,tablet,2/16/13,2869,2,0
Internet Explorer,desktop,2/16/13,2330,89,0
Safari (in-app),mobile,2/16/13,1790,9,32
Chrome,mobile,2/16/13,1376,6,12
Firefox,desktop,2/16/13,1258,36,48
Safari (in-app),tablet,2/16/13,371,3,15
Samsung Internet,mobile,2/16/13,212,0,0
Internet Explorer,tablet,2/16/13,88,3,0
Android Webview,tablet,2/16/13,30,0,0
DESKTOP,desktop,2/16/13,28,0,0
Opera,desktop,2/16/13,23,0,1
Amazon Silk,mobile,2/16/13,8,0,0
Safari (in-app),desktop,2/16/13,7,0,0
Samsung Internet,tablet,2/16/13,6,0,0
SeaMonkey,desktop,2/16/13,6,0,0
Internet Explorer,mobile,2/16/13,3,0,0
error,desktop,2/16/13,2,0,0
Opera Mini,mobile,2/16/13,2,0,0
Mozilla Compatible Agent,desktop,2/16/13,1,0,0
YaBrowser,desktop,2/16/13,0,0,0
Chrome,desktop,2/17/13,6112,113,211
Safari,tablet,2/17/13,5716,162,290
Edge,desktop,2/17/13,2644,94,147
Safari,desktop,2/17/13,2073,98,180
Chrome,tablet,2/17/13,715,12,54
Safari (in-app),tablet,2/17/13,570,9,1
Safari (in-app),mobile,2/17/13,498,6,2
Android Webview,mobile,2/17/13,483,3,1
Internet Explorer,tablet,2/17/13,84,1,2
BlackBerry,mobile,2/17/13,14,0,0
Android Browser,tablet,2/17/13,5,0,0
SeaMonkey,desktop,2/17/13,4,0,0
Android Browser,mobile,2/17/13,3,0,0
error,desktop,2/17/13,3,0,0
Opera Mini,mobile,2/17/13,3,0,0
UC Browser,mobile,2/17/13,3,0,0
Edge,mobile,2/17/13,2,0,0
Maxthon,desktop,2/17/13,1,0,0
Mozilla Compatible Agent,desktop,2/17/13,1,0,0
Internet Explorer,mobile,2/17/13,0,0,0
YaBrowser,desktop,2/17/13,0,0,0
Safari,mobile,2/18/13,7622,72,157
Safari,tablet,2/18/13,7321,291,690
Firefox,desktop,2/18/13,2786,117,187
Safari (in-app),tablet,2/18/13,515,8,12
Chrome,tablet,2/18/13,277,2,5
Android Webview,mobile,2/18/13,192,1,0
Android Browser,mobile,2/18/13,179,0,0
Internet Explorer,tablet,2/18/13,102,7,0
Amazon Silk,tablet,2/18/13,47,0,2
Firefox,mobile,2/18/13,14,0,0
Opera,desktop,2/18/13,14,0,0
Amazon Silk,mobile,2/18/13,9,0,0
Opera,mobile,2/18/13,7,0,0
Maxthon,desktop,2/18/13,5,0,0
Opera,tablet,2/18/13,5,0,0
osee2unifiedRelease,mobile,2/18/13,4,0,0
error,desktop,2/18/13,3,0,0
YaBrowser,tablet,2/18/13,3,0,0
(not set),mobile,2/18/13,1,0,0
Opera Mini,mobile,2/18/13,0,0,0
Opera Mini,tablet,2/18/13,0,0,0
Chrome,desktop,2/19/13,12138,833,1939
Safari,mobile,2/19/13,10140,63,105
Safari,desktop,2/19/13,8853,310,664
Safari,tablet,2/19/13,3806,137,265
Chrome,mobile,2/19/13,1155,11,5
Android Webview,mobile,2/19/13,796,1,0
Firefox,desktop,2/19/13,692,15,36
Amazon Silk,tablet,2/19/13,203,1,5
Android Browser,mobile,2/19/13,62,0,0
Android Webview,tablet,2/19/13,51,0,0
Firefox,mobile,2/19/13,39,1,6
error,desktop,2/19/13,8,0,0
Edge,mobile,2/19/13,6,0,0
Opera,desktop,2/19/13,6,0,0
Mozilla,desktop,2/19/13,3,0,0
Android Browser,tablet,2/19/13,1,0,0
Coc Coc,desktop,2/19/13,1,0,0
Safari,tablet,2/20/13,12800,224,442
Chrome,desktop,2/20/13,3045,79,152
Safari (in-app),mobile,2/20/13,1165,7,9
Edge,desktop,2/20/13,1092,4,13
Chrome,mobile,2/20/13,1036,12,29
Safari (in-app),tablet,2/20/13,708,2,6
Android Webview,mobile,2/20/13,683,1,11
Android Webview,tablet,2/20/13,10,0,0
Edge,tablet,2/20/13,9,0,0
BlackBerry,mobile,2/20/13,8,0,0
error,desktop,2/20/13,7,0,0
Edge,mobile,2/20/13,4,0,0
Mozilla,desktop,2/20/13,4,0,0
Puffin,mobile,2/20/13,3,0,0
SeaMonkey,desktop,2/20/13,3,0,0
YaBrowser,tablet,2/20/13,1,0,0
Amazon Silk,mobile,2/20/13,0,0,0
Opera,mobile,2/20/13,0,0,0
Safari (in-app),mobile,2/21/13,5975,43,85
Safari,tablet,2/21/13,5467,136,244
Safari,desktop,2/21/13,4866,208,369
Chrome,mobile,2/21/13,2997,16,25
Internet Explorer,desktop,2/21/13,1177,51,98
Firefox,desktop,2/21/13,930,17,29
Amazon Silk,tablet,2/21/13,181,2,6
Internet Explorer,tablet,2/21/13,73,1,0
Firefox,mobile,2/21/13,21,0,0
Edge,mobile,2/21/13,10,0,0
Opera,desktop,2/21/13,10,0,0
error,desktop,2/21/13,7,0,0
Samsung Internet,tablet,2/21/13,7,0,0
Android Browser,tablet,2/21/13,6,1,4
Internet Explorer,mobile,2/21/13,6,0,0
SeaMonkey,desktop,2/21/13,5,0,0
Coc Coc,desktop,2/21/13,1,0,0
Android Webview,tablet,2/21/13,0,0,0
Safari,mobile,2/22/13,17178,344,811
Safari,desktop,2/22/13,3060,214,359
Chrome,mobile,2/22/13,1982,14,22
Edge,desktop,2/22/13,862,2,2
Safari (in-app),mobile,2/22/13,841,6,6
Android Webview,mobile,2/22/13,553,1,6
Samsung Internet,mobile,2/22/13,495,10,5
Chrome,tablet,2/22/13,347,3,4
Internet Explorer,tablet,2/22/13,83,2,0
Opera,desktop,2/22/13,29,1,1
Samsung Internet,tablet,2/22/13,26,0,0
Firefox,mobile,2/22/13,21,0,0
SeaMonkey,desktop,2/22/13,10,0,0
Maxthon,desktop,2/22/13,5,0,0
Mozilla,desktop,2/22/13,4,0,0
Opera Mini,mobile,2/22/13,4,0,0
error,desktop,2/22/13,3,0,0
UC Browser,mobile,2/22/13,3,0,0
(not set),mobile,2/22/13,2,0,0
Edge,mobile,2/22/13,2,0,0
BlackBerry,mobile,2/22/13,1,0,0
Firefox,tablet,2/22/13,1,0,0
Mozilla Compatible Agent,desktop,2/22/13,1,0,0
Edge,tablet,2/22/13,0,0,0
Chrome,desktop,2/23/13,6863,239,358
Safari (in-app),mobile,2/23/13,2337,14,28
Chrome,tablet,2/23/13,619,10,39
Edge,desktop,2/23/13,570,2,9
Internet Explorer,tablet,2/23/13,344,8,0
Samsung Internet,mobile,2/23/13,113,0,0
Samsung Internet,tablet,2/23/13,45,0,0
BlackBerry,mobile,2/23/13,9,0,0
Android Webview,tablet,2/23/13,7,0,0
Android Browser,mobile,2/23/13,6,0,0
Edge,mobile,2/23/13,5,0,0
error,desktop,2/23/13,5,0,0
Coc Coc,desktop,2/23/13,4,0,0
Internet Explorer,mobile,2/23/13,3,0,0
MRCHROME,desktop,2/23/13,2,0,0
NokiaC7-00,mobile,2/23/13,1,0,0
Edge,tablet,2/23/13,0,0,0
Mozilla,desktop,2/23/13,0,0,0
Opera,mobile,2/23/13,0,0,0
Safari,mobile,2/24/13,12282,171,318
Chrome,desktop,2/24/13,4152,158,283
Safari,tablet,2/24/13,2635,52,99
Safari,desktop,2/24/13,2236,98,197
Internet Explorer,desktop,2/24/13,1835,24,66
Safari (in-app),tablet,2/24/13,1474,4,20
Firefox,desktop,2/24/13,1454,39,77
Safari (in-app),mobile,2/24/13,1394,3,9
Edge,desktop,2/24/13,433,13,31
Internet Explorer,tablet,2/24/13,120,11,8
Amazon Silk,tablet,2/24/13,83,3,2
Android Browser,mobile,2/24/13,27,0,0
Samsung Internet,tablet,2/24/13,13,2,0
Opera,desktop,2/24/13,10,0,0
Edge,mobile,2/24/13,3,0,0
SeaMonkey,desktop,2/24/13,3,0,0
BlackBerry,mobile,2/24/13,2,0,0
error,desktop,2/24/13,2,0,0
Opera Mini,mobile,2/24/13,2,0,0
Puffin,mobile,2/24/13,2,0,0
Iron,mobile,2/24/13,1,0,0
Opera,mobile,2/24/13,0,0,0
osee2unifiedRelease,mobile,2/24/13,0,0,0
Safari,mobile,2/25/13,9003,138,218
Safari,desktop,2/25/13,6926,230,452
Firefox,desktop,2/25/13,4749,224,408
Safari,tablet,2/25/13,3565,78,142
Safari (in-app),mobile,2/25/13,706,5,4
Safari (in-app),tablet,2/25/13,260,3,21
Internet Explorer,tablet,2/25/13,171,5,9
Android Browser,mobile,2/25/13,23,0,0
Internet Explorer,mobile,2/25/13,23,0,0
Opera,desktop,2/25/13,10,1,5
YaBrowser,desktop,2/25/13,7,0,0
Firefox,mobile,2/25/13,6,0,0
Android Webview,tablet,2/25/13,5,0,0
SeaMonkey,desktop,2/25/13,4,0,0
error,desktop,2/25/13,3,0,0
BlackBerry,mobile,2/25/13,2,0,0
Amazon Silk,mobile,2/25/13,0,0,0
Safari,desktop,2/26/13,5726,155,290
Safari,mobile,2/26/13,3553,35,69
Firefox,desktop,2/26/13,1605,49,70
Edge,desktop,2/26/13,914,26,51
Internet Explorer,desktop,2/26/13,909,69,5
Chrome,mobile,2/26/13,854,10,16
Samsung Internet,mobile,2/26/13,582,13,18
Safari (in-app),tablet,2/26/13,484,4,3
Chrome,tablet,2/26/13,310,9,18
Safari (in-app),mobile,2/26/13,254,0,3
Android Webview,mobile,2/26/13,190,0,0
Internet Explorer,tablet,2/26/13,155,3,0
Samsung Internet,tablet,2/26/13,41,2,2
Android Webview,tablet,2/26/13,39,1,3
